station_abbr;reference_timestamp;tre200d0;tre200dx;tre200dn;tre005d0;tre005dx;tre005dn;ure200d0;pva200d0;prestad0;pp0qffd0;ppz850d0;ppz700d0;pp0qnhd0;fkl010d0;fkl010d1;fu3010d0;fu3010d1;fkl010d3;fu3010d3;wcc006d0;rre150d0;rka150d0;htoautd0;gre000d0;oli000d0;olo000d0;osr000d0;ods000d0;sre000d0;sremaxdv;erefaod0;xcd000d0;dkl010d0;xno000d0;xno012d0;rreetsd0
BAS;01.01.2025 00:00;0.2;5.3;-3.2;-1.4;7.8;-6;83.8;5.2;987.5;1027.2;;;1025.4;2.1;6.7;7.6;24.1;6.6;23.8;;0;0;0;62;242;;;31;314;81;0.3;0;108;19.8;11.8;-0.1
BAS;02.01.2025 00:00;4.1;11.8;-0.2;2.4;11.8;-2.8;76.2;6.1;978.9;1017.8;;;1016.6;2.7;21.1;9.7;76;20.7;74.5;;14.9;14.5;0;18;309;;;17;17;4;1.2;0;253;15.9;7.9;14.4
BAS;03.01.2025 00:00;-0.5;2.1;-4.6;-2.2;6.4;-10.9;87;5.1;985;1024.8;;;1022.9;1.6;7.7;5.8;27.7;7.6;27.4;;0;0.4;2;51;254;;;35;115;29;0.1;0;228;20.5;12.5;0.3
BAS;04.01.2025 00:00;-2.2;0.5;-5.6;-3.5;2.5;-11.9;85;4.4;981;1020.8;;;1018.7;2.8;10.3;10.1;37.1;9.7;34.9;;14.8;5.9;1;65;251;;;33;347;86;0.2;0;96;22.2;14.2;5.8
BAS;05.01.2025 00:00;3.2;6.3;0.4;2;5.9;-0.4;94.5;7.3;967.9;1006.4;;;1005.3;2.6;7.6;9.4;27.4;7.2;25.9;;1;9.9;1;21;314;;;22;0;0;0.4;0;102;16.8;8.8;9.9
BAS;06.01.2025 00:00;7.8;16.4;0.6;6.3;17.6;-0.6;75.3;7.7;962.8;1000.4;;;1000;3.8;20.3;13.7;73.1;19.8;71.3;;4;4;0;35;321;;;24;71;17;1.5;0;216;12.2;4.2;3.9
BAS;07.01.2025 00:00;6;7.7;3.7;4.4;8.5;1.1;66.1;6.2;970.6;1008.8;;;1008;3.4;17.4;12.2;62.6;15.5;55.8;;2.5;0.6;0;38;289;;;30;60;14;1;0;244;14;6;0.5
BAS;08.01.2025 00:00;8;15.4;3.9;6.8;13.9;3.1;80.2;8.5;967.8;1005.7;;;1005.2;2.4;16.1;8.6;58;15.3;55.1;;13.6;15.5;0;12;337;;;12;5;1;1.2;0;225;12;4;15.5
BAS;09.01.2025 00:00;9.1;14.2;2;8;15.7;0.9;66.8;7.7;969.4;1007.1;;;1006.7;5.7;20.8;20.5;74.9;20.6;74.2;;3.4;3.4;0;43;316;;;32;72;17;1.6;0;235;10.9;2.9;3.3
BAS;10.01.2025 00:00;2;3.9;-0.2;0.7;5.6;-5.6;75.8;5.3;982.2;1021.4;;;1020;1.1;6.1;4;22;6;21.6;;0;0;0;30;284;;;30;6;1;0.4;0;124;18;10;-0.1
BAS;11.01.2025 00:00;-1;0.9;-2.7;-2.1;8.5;-8.7;85.5;4.8;987.3;1027.2;;;1025.3;1.1;4.6;4;16.6;4.4;15.8;;0;0;0;60;255;;;35;185;42;0.2;0;284;21;13;-0.1
BAS;12.01.2025 00:00;-1.5;1.3;-5;-3.7;7.1;-9.6;85.4;4.7;997.4;1037.8;;;1035.6;0.9;4.5;3.2;16.2;4.3;15.5;;0;0;0;47;243;;;39;56;13;0.2;0;288;21.5;13.5;0
BAS;13.01.2025 00:00;-2.7;1.7;-6.4;-4.3;6.1;-10.4;75.1;3.7;999;1039.6;;;1037.3;1.8;9;6.5;32.4;8.7;31.3;;0;0;0;78;216;;;20;429;94;0.3;0;90;22.7;14.7;-0.2
BAS;14.01.2025 00:00;-2.2;2.6;-6.4;-4;7.3;-10.2;76.9;3.9;995.9;1036.4;;;1034.1;1.1;5.5;4;19.8;5.4;19.4;;0;0;0;78;224;;;21;430;93;0.2;0;45;22.2;14.2;-0.2
BAS;15.01.2025 00:00;-0.9;2;-5.2;-1;5.4;-9.3;84.2;4.9;993.6;1033.8;;;1031.8;1;4.7;3.6;16.9;4.6;16.6;;0;0;0;42;293;;;40;10;2;0.2;0;333;20.9;12.9;0
BAS;16.01.2025 00:00;1.7;3.7;0;1.5;5.6;-0.3;83.4;5.7;995.2;1035;;;1033.4;1.6;8;5.8;28.8;7.6;27.4;;0;0;0;28;305;;;27;13;3;0.4;0;27;18.3;10.3;0
BAS;17.01.2025 00:00;1.8;4.4;0.4;1.5;10.9;-4.1;74.5;5.2;995.9;1035.7;;;1034.1;2.8;8.1;10.1;29.2;7.9;28.4;;0;0;0;53;287;;;34;213;46;0.7;0;84;18.2;10.2;-0.1
BAS;18.01.2025 00:00;0.7;3.1;-1.4;0.4;8.1;-4.4;76.2;4.9;990.4;1030.2;;;1028.5;3.4;10.4;12.2;37.4;9.8;35.3;;0;0;0;81;254;;;28;427;90;0.5;0;86;19.3;11.3;-0.2
BAS;19.01.2025 00:00;0.1;3.3;-3.5;-0.7;8.2;-6.2;81.9;5;983.4;1023;;;1021.2;1.8;6;6.5;21.6;6;21.6;;0;0;0;73;254;;;40;293;62;0.3;0;101;19.9;11.9;-0.1
BAS;20.01.2025 00:00;0.1;5.7;-2;0.1;11;-4.5;86.1;5.3;981.4;1020.9;;;1019.1;1.8;7.9;6.5;28.4;7.7;27.7;;0;0;0;80;259;;;25;379;80;0.4;0;99;19.9;11.9;-0.1
BAS;21.01.2025 00:00;-0.2;4.3;-2.5;0;9.6;-4.1;89.7;5.4;979.4;1018.9;;;1017.1;1.7;7.1;6.1;25.6;7;25.2;;0;0;0;82;265;;;25;393;82;0.3;0;98;20.2;12.2;-0.1
BAS;22.01.2025 00:00;1.3;3.6;-2.3;0.6;3.2;-4.8;87.2;5.9;971.7;1010.6;;;1009.1;3.8;10.8;13.7;38.9;9.8;35.3;;6;2.7;0;16;309;;;17;0;0;0.4;0;99;18.7;10.7;2.7
BAS;23.01.2025 00:00;5.7;12.3;1.3;4;10.8;-1.5;78.5;7.2;974.2;1012.6;;;1011.7;2.7;14.9;9.7;53.6;13.8;49.7;;0.1;3.4;0;29;304;;;27;24;5;1;0;240;14.3;6.3;3.4
BAS;24.01.2025 00:00;5.6;10.6;0.5;4.8;14.5;-2.4;71.4;6.4;975.6;1014.1;;;1013.2;2.6;11.4;9.4;41;11;39.6;;0;0;0;80;288;;;49;266;55;0.8;0;105;14.4;6.4;-0.1
BAS;25.01.2025 00:00;9.4;14;5.1;8.5;16.7;2.7;61.9;7.3;972.1;1009.9;;;1009.6;2.5;14.6;9;52.6;14.2;51.1;;0.3;0.2;0;62;320;;;47;110;23;1.2;0;115;10.6;2.6;0.1
